,input,label
2949,3050,Buzz
2950,3051,Fizz
2951,3052,Other
2952,3053,Other
2953,3054,Fizz
2954,3055,Buzz
2955,3056,Other
2956,3057,Fizz
2957,3058,Other
2958,3059,Other
2959,3060,FizzBuzz
2960,3061,Other
2961,3062,Other
2962,3063,Fizz
2963,3064,Other
2964,3065,Buzz
2965,3066,Fizz
2966,3067,Other
2967,3068,Other
2968,3069,Fizz
2969,3070,Buzz
2970,3071,Other
2971,3072,Fizz
2972,3073,Other
2973,3074,Other
2974,3075,FizzBuzz
2975,3076,Other
2976,3077,Other
2977,3078,Fizz
2978,3079,Other
2979,3080,Buzz
2980,3081,Fizz
2981,3082,Other
2982,3083,Other
2983,3084,Fizz
2984,3085,Buzz
2985,3086,Other
2986,3087,Fizz
2987,3088,Other
2988,3089,Other
2989,3090,FizzBuzz
2990,3091,Other
2991,3092,Other
2992,3093,Fizz
2993,3094,Other
2994,3095,Buzz
2995,3096,Fizz
2996,3097,Other
2997,3098,Other
2998,3099,Fizz
2999,3100,Buzz
3000,3101,Other
3001,3102,Fizz
3002,3103,Other
3003,3104,Other
3004,3105,FizzBuzz
3005,3106,Other
3006,3107,Other
3007,3108,Fizz
3008,3109,Other
3009,3110,Buzz
3010,3111,Fizz
3011,3112,Other
3012,3113,Other
3013,3114,Fizz
3014,3115,Buzz
3015,3116,Other
3016,3117,Fizz
3017,3118,Other
3018,3119,Other
3019,3120,FizzBuzz
3020,3121,Other
3021,3122,Other
3022,3123,Fizz
3023,3124,Other
3024,3125,Buzz
3025,3126,Fizz
3026,3127,Other
3027,3128,Other
3028,3129,Fizz
3029,3130,Buzz
3030,3131,Other
3031,3132,Fizz
3032,3133,Other
3033,3134,Other
3034,3135,FizzBuzz
3035,3136,Other
3036,3137,Other
3037,3138,Fizz
3038,3139,Other
3039,3140,Buzz
3040,3141,Fizz
3041,3142,Other
3042,3143,Other
3043,3144,Fizz
3044,3145,Buzz
3045,3146,Other
3046,3147,Fizz
3047,3148,Other
3048,3149,Other
3049,3150,FizzBuzz
3050,3151,Other
3051,3152,Other
3052,3153,Fizz
3053,3154,Other
3054,3155,Buzz
3055,3156,Fizz
3056,3157,Other
3057,3158,Other
3058,3159,Fizz
3059,3160,Buzz
3060,3161,Other
3061,3162,Fizz
3062,3163,Other
3063,3164,Other
3064,3165,FizzBuzz
3065,3166,Other
3066,3167,Other
3067,3168,Fizz
3068,3169,Other
3069,3170,Buzz
3070,3171,Fizz
3071,3172,Other
3072,3173,Other
3073,3174,Fizz
3074,3175,Buzz
3075,3176,Other
3076,3177,Fizz
3077,3178,Other
3078,3179,Other
3079,3180,FizzBuzz
3080,3181,Other
3081,3182,Other
3082,3183,Fizz
3083,3184,Other
3084,3185,Buzz
3085,3186,Fizz
3086,3187,Other
3087,3188,Other
3088,3189,Fizz
3089,3190,Buzz
3090,3191,Other
3091,3192,Fizz
3092,3193,Other
3093,3194,Other
3094,3195,FizzBuzz
3095,3196,Other
3096,3197,Other
3097,3198,Fizz
3098,3199,Other
3099,3200,Buzz
3100,3201,Fizz
3101,3202,Other
3102,3203,Other
3103,3204,Fizz
3104,3205,Buzz
3105,3206,Other
3106,3207,Fizz
3107,3208,Other
3108,3209,Other
3109,3210,FizzBuzz
3110,3211,Other
3111,3212,Other
3112,3213,Fizz
3113,3214,Other
3114,3215,Buzz
3115,3216,Fizz
3116,3217,Other
3117,3218,Other
3118,3219,Fizz
3119,3220,Buzz
3120,3221,Other
3121,3222,Fizz
3122,3223,Other
3123,3224,Other
3124,3225,FizzBuzz
3125,3226,Other
3126,3227,Other
3127,3228,Fizz
3128,3229,Other
3129,3230,Buzz
3130,3231,Fizz
3131,3232,Other
3132,3233,Other
3133,3234,Fizz
3134,3235,Buzz
3135,3236,Other
3136,3237,Fizz
3137,3238,Other
3138,3239,Other
3139,3240,FizzBuzz
3140,3241,Other
3141,3242,Other
3142,3243,Fizz
3143,3244,Other
3144,3245,Buzz
3145,3246,Fizz
3146,3247,Other
3147,3248,Other
3148,3249,Fizz
3149,3250,Buzz
3150,3251,Other
3151,3252,Fizz
3152,3253,Other
3153,3254,Other
3154,3255,FizzBuzz
3155,3256,Other
3156,3257,Other
3157,3258,Fizz
3158,3259,Other
3159,3260,Buzz
3160,3261,Fizz
3161,3262,Other
3162,3263,Other
3163,3264,Fizz
3164,3265,Buzz
3165,3266,Other
3166,3267,Fizz
3167,3268,Other
3168,3269,Other
3169,3270,FizzBuzz
3170,3271,Other
3171,3272,Other
3172,3273,Fizz
3173,3274,Other
3174,3275,Buzz
3175,3276,Fizz
3176,3277,Other
3177,3278,Other
3178,3279,Fizz
3179,3280,Buzz
3180,3281,Other
3181,3282,Fizz
3182,3283,Other
3183,3284,Other
3184,3285,FizzBuzz
3185,3286,Other
3186,3287,Other
3187,3288,Fizz
3188,3289,Other
3189,3290,Buzz
3190,3291,Fizz
3191,3292,Other
3192,3293,Other
3193,3294,Fizz
3194,3295,Buzz
3195,3296,Other
3196,3297,Fizz
3197,3298,Other
3198,3299,Other
3199,3300,FizzBuzz
3200,3301,Other
3201,3302,Other
3202,3303,Fizz
3203,3304,Other
3204,3305,Buzz
3205,3306,Fizz
3206,3307,Other
3207,3308,Other
3208,3309,Fizz
3209,3310,Buzz
3210,3311,Other
3211,3312,Fizz
3212,3313,Other
3213,3314,Other
3214,3315,FizzBuzz
3215,3316,Other
3216,3317,Other
3217,3318,Fizz
3218,3319,Other
3219,3320,Buzz
3220,3321,Fizz
3221,3322,Other
3222,3323,Other
3223,3324,Fizz
3224,3325,Buzz
3225,3326,Other
3226,3327,Fizz
3227,3328,Other
3228,3329,Other
3229,3330,FizzBuzz
3230,3331,Other
3231,3332,Other
3232,3333,Fizz
3233,3334,Other
3234,3335,Buzz
3235,3336,Fizz
3236,3337,Other
3237,3338,Other
3238,3339,Fizz
3239,3340,Buzz
3240,3341,Other
3241,3342,Fizz
3242,3343,Other
3243,3344,Other
3244,3345,FizzBuzz
3245,3346,Other
3246,3347,Other
3247,3348,Fizz
3248,3349,Other
3249,3350,Buzz
3250,3351,Fizz
3251,3352,Other
3252,3353,Other
3253,3354,Fizz
3254,3355,Buzz
3255,3356,Other
3256,3357,Fizz
3257,3358,Other
3258,3359,Other
3259,3360,FizzBuzz
3260,3361,Other
3261,3362,Other
3262,3363,Fizz
3263,3364,Other
3264,3365,Buzz
3265,3366,Fizz
3266,3367,Other
3267,3368,Other
3268,3369,Fizz
3269,3370,Buzz
3270,3371,Other
3271,3372,Fizz
3272,3373,Other
3273,3374,Other
3274,3375,FizzBuzz
3275,3376,Other
3276,3377,Other
3277,3378,Fizz
3278,3379,Other
3279,3380,Buzz
3280,3381,Fizz
3281,3382,Other
3282,3383,Other
3283,3384,Fizz
3284,3385,Buzz
3285,3386,Other
3286,3387,Fizz
3287,3388,Other
3288,3389,Other
3289,3390,FizzBuzz
3290,3391,Other
3291,3392,Other
3292,3393,Fizz
3293,3394,Other
3294,3395,Buzz
3295,3396,Fizz
3296,3397,Other
3297,3398,Other
3298,3399,Fizz
3299,3400,Buzz
3300,3401,Other
3301,3402,Fizz
3302,3403,Other
3303,3404,Other
3304,3405,FizzBuzz
3305,3406,Other
3306,3407,Other
3307,3408,Fizz
3308,3409,Other
3309,3410,Buzz
3310,3411,Fizz
3311,3412,Other
3312,3413,Other
3313,3414,Fizz
3314,3415,Buzz
3315,3416,Other
3316,3417,Fizz
3317,3418,Other
3318,3419,Other
3319,3420,FizzBuzz
3320,3421,Other
3321,3422,Other
3322,3423,Fizz
3323,3424,Other
3324,3425,Buzz
3325,3426,Fizz
3326,3427,Other
3327,3428,Other
3328,3429,Fizz
3329,3430,Buzz
3330,3431,Other
3331,3432,Fizz
3332,3433,Other
3333,3434,Other
3334,3435,FizzBuzz
3335,3436,Other
3336,3437,Other
3337,3438,Fizz
3338,3439,Other
3339,3440,Buzz
3340,3441,Fizz
3341,3442,Other
3342,3443,Other
3343,3444,Fizz
3344,3445,Buzz
3345,3446,Other
3346,3447,Fizz
3347,3448,Other
3348,3449,Other
3349,3450,FizzBuzz
3350,3451,Other
3351,3452,Other
3352,3453,Fizz
3353,3454,Other
3354,3455,Buzz
3355,3456,Fizz
3356,3457,Other
3357,3458,Other
3358,3459,Fizz
3359,3460,Buzz
3360,3461,Other
3361,3462,Fizz
3362,3463,Other
3363,3464,Other
3364,3465,FizzBuzz
3365,3466,Other
3366,3467,Other
3367,3468,Fizz
3368,3469,Other
3369,3470,Buzz
3370,3471,Fizz
3371,3472,Other
3372,3473,Other
3373,3474,Fizz
3374,3475,Buzz
3375,3476,Other
3376,3477,Fizz
3377,3478,Other
3378,3479,Other
3379,3480,FizzBuzz
3380,3481,Other
3381,3482,Other
3382,3483,Fizz
3383,3484,Other
3384,3485,Buzz
3385,3486,Fizz
3386,3487,Other
3387,3488,Other
3388,3489,Fizz
3389,3490,Buzz
3390,3491,Other
3391,3492,Fizz
3392,3493,Other
3393,3494,Other
3394,3495,FizzBuzz
3395,3496,Other
3396,3497,Other
3397,3498,Fizz
3398,3499,Other
3399,3500,Buzz
3400,3501,Fizz
3401,3502,Other
3402,3503,Other
3403,3504,Fizz
3404,3505,Buzz
3405,3506,Other
3406,3507,Fizz
3407,3508,Other
3408,3509,Other
3409,3510,FizzBuzz
3410,3511,Other
3411,3512,Other
3412,3513,Fizz
3413,3514,Other
3414,3515,Buzz
3415,3516,Fizz
3416,3517,Other
3417,3518,Other
3418,3519,Fizz
3419,3520,Buzz
3420,3521,Other
3421,3522,Fizz
3422,3523,Other
3423,3524,Other
3424,3525,FizzBuzz
3425,3526,Other
3426,3527,Other
3427,3528,Fizz
3428,3529,Other
3429,3530,Buzz
3430,3531,Fizz
3431,3532,Other
3432,3533,Other
3433,3534,Fizz
3434,3535,Buzz
3435,3536,Other
3436,3537,Fizz
3437,3538,Other
3438,3539,Other
3439,3540,FizzBuzz
3440,3541,Other
3441,3542,Other
3442,3543,Fizz
3443,3544,Other
3444,3545,Buzz
3445,3546,Fizz
3446,3547,Other
3447,3548,Other
3448,3549,Fizz
3449,3550,Buzz
3450,3551,Other
3451,3552,Fizz
3452,3553,Other
3453,3554,Other
3454,3555,FizzBuzz
3455,3556,Other
3456,3557,Other
3457,3558,Fizz
3458,3559,Other
3459,3560,Buzz
3460,3561,Fizz
3461,3562,Other
3462,3563,Other
3463,3564,Fizz
3464,3565,Buzz
3465,3566,Other
3466,3567,Fizz
3467,3568,Other
3468,3569,Other
3469,3570,FizzBuzz
3470,3571,Other
3471,3572,Other
3472,3573,Fizz
3473,3574,Other
3474,3575,Buzz
3475,3576,Fizz
3476,3577,Other
3477,3578,Other
3478,3579,Fizz
3479,3580,Buzz
3480,3581,Other
3481,3582,Fizz
3482,3583,Other
3483,3584,Other
3484,3585,FizzBuzz
3485,3586,Other
3486,3587,Other
3487,3588,Fizz
3488,3589,Other
3489,3590,Buzz
3490,3591,Fizz
3491,3592,Other
3492,3593,Other
3493,3594,Fizz
3494,3595,Buzz
3495,3596,Other
3496,3597,Fizz
3497,3598,Other
3498,3599,Other
3499,3600,FizzBuzz
3500,3601,Other
3501,3602,Other
3502,3603,Fizz
3503,3604,Other
3504,3605,Buzz
3505,3606,Fizz
3506,3607,Other
3507,3608,Other
3508,3609,Fizz
3509,3610,Buzz
3510,3611,Other
3511,3612,Fizz
3512,3613,Other
3513,3614,Other
3514,3615,FizzBuzz
3515,3616,Other
3516,3617,Other
3517,3618,Fizz
3518,3619,Other
3519,3620,Buzz
3520,3621,Fizz
3521,3622,Other
3522,3623,Other
3523,3624,Fizz
3524,3625,Buzz
3525,3626,Other
3526,3627,Fizz
3527,3628,Other
3528,3629,Other
3529,3630,FizzBuzz
3530,3631,Other
3531,3632,Other
3532,3633,Fizz
3533,3634,Other
3534,3635,Buzz
3535,3636,Fizz
3536,3637,Other
3537,3638,Other
3538,3639,Fizz
3539,3640,Buzz
3540,3641,Other
3541,3642,Fizz
3542,3643,Other
3543,3644,Other
3544,3645,FizzBuzz
3545,3646,Other
3546,3647,Other
3547,3648,Fizz
3548,3649,Other
3549,3650,Buzz
3550,3651,Fizz
3551,3652,Other
3552,3653,Other
3553,3654,Fizz
3554,3655,Buzz
3555,3656,Other
3556,3657,Fizz
3557,3658,Other
3558,3659,Other
3559,3660,FizzBuzz
3560,3661,Other
3561,3662,Other
3562,3663,Fizz
3563,3664,Other
3564,3665,Buzz
3565,3666,Fizz
3566,3667,Other
3567,3668,Other
3568,3669,Fizz
3569,3670,Buzz
3570,3671,Other
3571,3672,Fizz
3572,3673,Other
3573,3674,Other
3574,3675,FizzBuzz
3575,3676,Other
3576,3677,Other
3577,3678,Fizz
3578,3679,Other
3579,3680,Buzz
3580,3681,Fizz
3581,3682,Other
3582,3683,Other
3583,3684,Fizz
3584,3685,Buzz
3585,3686,Other
3586,3687,Fizz
3587,3688,Other
3588,3689,Other
3589,3690,FizzBuzz
3590,3691,Other
3591,3692,Other
3592,3693,Fizz
3593,3694,Other
3594,3695,Buzz
3595,3696,Fizz
3596,3697,Other
3597,3698,Other
3598,3699,Fizz
3599,3700,Buzz
3600,3701,Other
3601,3702,Fizz
3602,3703,Other
3603,3704,Other
3604,3705,FizzBuzz
3605,3706,Other
3606,3707,Other
3607,3708,Fizz
3608,3709,Other
3609,3710,Buzz
3610,3711,Fizz
3611,3712,Other
3612,3713,Other
3613,3714,Fizz
3614,3715,Buzz
3615,3716,Other
3616,3717,Fizz
3617,3718,Other
3618,3719,Other
3619,3720,FizzBuzz
3620,3721,Other
3621,3722,Other
3622,3723,Fizz
3623,3724,Other
3624,3725,Buzz
3625,3726,Fizz
3626,3727,Other
3627,3728,Other
3628,3729,Fizz
3629,3730,Buzz
3630,3731,Other
3631,3732,Fizz
3632,3733,Other
3633,3734,Other
3634,3735,FizzBuzz
3635,3736,Other
3636,3737,Other
3637,3738,Fizz
3638,3739,Other
3639,3740,Buzz
3640,3741,Fizz
3641,3742,Other
3642,3743,Other
3643,3744,Fizz
3644,3745,Buzz
3645,3746,Other
3646,3747,Fizz
3647,3748,Other
3648,3749,Other
3649,3750,FizzBuzz
3650,3751,Other
3651,3752,Other
3652,3753,Fizz
3653,3754,Other
3654,3755,Buzz
3655,3756,Fizz
3656,3757,Other
3657,3758,Other
3658,3759,Fizz
3659,3760,Buzz
3660,3761,Other
3661,3762,Fizz
3662,3763,Other
3663,3764,Other
3664,3765,FizzBuzz
3665,3766,Other
3666,3767,Other
3667,3768,Fizz
3668,3769,Other
3669,3770,Buzz
3670,3771,Fizz
3671,3772,Other
3672,3773,Other
3673,3774,Fizz
3674,3775,Buzz
3675,3776,Other
3676,3777,Fizz
3677,3778,Other
3678,3779,Other
3679,3780,FizzBuzz
3680,3781,Other
3681,3782,Other
3682,3783,Fizz
3683,3784,Other
3684,3785,Buzz
3685,3786,Fizz
3686,3787,Other
3687,3788,Other
3688,3789,Fizz
3689,3790,Buzz
3690,3791,Other
3691,3792,Fizz
3692,3793,Other
3693,3794,Other
3694,3795,FizzBuzz
3695,3796,Other
3696,3797,Other
3697,3798,Fizz
3698,3799,Other
3699,3800,Buzz
3700,3801,Fizz
3701,3802,Other
3702,3803,Other
3703,3804,Fizz
3704,3805,Buzz
3705,3806,Other
3706,3807,Fizz
3707,3808,Other
3708,3809,Other
3709,3810,FizzBuzz
3710,3811,Other
3711,3812,Other
3712,3813,Fizz
3713,3814,Other
3714,3815,Buzz
3715,3816,Fizz
3716,3817,Other
3717,3818,Other
3718,3819,Fizz
3719,3820,Buzz
3720,3821,Other
3721,3822,Fizz
3722,3823,Other
3723,3824,Other
3724,3825,FizzBuzz
3725,3826,Other
3726,3827,Other
3727,3828,Fizz
3728,3829,Other
3729,3830,Buzz
3730,3831,Fizz
3731,3832,Other
3732,3833,Other
3733,3834,Fizz
3734,3835,Buzz
3735,3836,Other
3736,3837,Fizz
3737,3838,Other
3738,3839,Other
3739,3840,FizzBuzz
3740,3841,Other
3741,3842,Other
3742,3843,Fizz
3743,3844,Other
3744,3845,Buzz
3745,3846,Fizz
3746,3847,Other
3747,3848,Other
3748,3849,Fizz
3749,3850,Buzz
3750,3851,Other
3751,3852,Fizz
3752,3853,Other
3753,3854,Other
3754,3855,FizzBuzz
3755,3856,Other
3756,3857,Other
3757,3858,Fizz
3758,3859,Other
3759,3860,Buzz
3760,3861,Fizz
3761,3862,Other
3762,3863,Other
3763,3864,Fizz
3764,3865,Buzz
3765,3866,Other
3766,3867,Fizz
3767,3868,Other
3768,3869,Other
3769,3870,FizzBuzz
3770,3871,Other
3771,3872,Other
3772,3873,Fizz
3773,3874,Other
3774,3875,Buzz
3775,3876,Fizz
3776,3877,Other
3777,3878,Other
3778,3879,Fizz
3779,3880,Buzz
3780,3881,Other
3781,3882,Fizz
3782,3883,Other
3783,3884,Other
3784,3885,FizzBuzz
3785,3886,Other
3786,3887,Other
3787,3888,Fizz
3788,3889,Other
3789,3890,Buzz
3790,3891,Fizz
3791,3892,Other
3792,3893,Other
3793,3894,Fizz
3794,3895,Buzz
3795,3896,Other
3796,3897,Fizz
3797,3898,Other
3798,3899,Other
3799,3900,FizzBuzz
3800,3901,Other
3801,3902,Other
3802,3903,Fizz
3803,3904,Other
3804,3905,Buzz
3805,3906,Fizz
3806,3907,Other
3807,3908,Other
3808,3909,Fizz
3809,3910,Buzz
3810,3911,Other
3811,3912,Fizz
3812,3913,Other
3813,3914,Other
3814,3915,FizzBuzz
3815,3916,Other
3816,3917,Other
3817,3918,Fizz
3818,3919,Other
3819,3920,Buzz
3820,3921,Fizz
3821,3922,Other
3822,3923,Other
3823,3924,Fizz
3824,3925,Buzz
3825,3926,Other
3826,3927,Fizz
3827,3928,Other
3828,3929,Other
3829,3930,FizzBuzz
3830,3931,Other
3831,3932,Other
3832,3933,Fizz
3833,3934,Other
3834,3935,Buzz
3835,3936,Fizz
3836,3937,Other
3837,3938,Other
3838,3939,Fizz
3839,3940,Buzz
3840,3941,Other
3841,3942,Fizz
3842,3943,Other
3843,3944,Other
3844,3945,FizzBuzz
3845,3946,Other
3846,3947,Other
3847,3948,Fizz
3848,3949,Other
3849,3950,Buzz
3850,3951,Fizz
3851,3952,Other
3852,3953,Other
3853,3954,Fizz
3854,3955,Buzz
3855,3956,Other
3856,3957,Fizz
3857,3958,Other
3858,3959,Other
3859,3960,FizzBuzz
3860,3961,Other
3861,3962,Other
3862,3963,Fizz
3863,3964,Other
3864,3965,Buzz
3865,3966,Fizz
3866,3967,Other
3867,3968,Other
3868,3969,Fizz
3869,3970,Buzz
3870,3971,Other
3871,3972,Fizz
3872,3973,Other
3873,3974,Other
3874,3975,FizzBuzz
3875,3976,Other
3876,3977,Other
3877,3978,Fizz
3878,3979,Other
3879,3980,Buzz
3880,3981,Fizz
3881,3982,Other
3882,3983,Other
3883,3984,Fizz
3884,3985,Buzz
3885,3986,Other
3886,3987,Fizz
3887,3988,Other
3888,3989,Other
3889,3990,FizzBuzz
3890,3991,Other
3891,3992,Other
3892,3993,Fizz
3893,3994,Other
3894,3995,Buzz
3895,3996,Fizz
3896,3997,Other
3897,3998,Other
3898,3999,Fizz
3899,4000,Buzz
